sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,proveedor_contacto,proveedor_telefono,id_articulo_original,calcula_id_original,numero_control_excel,precio_compra_con_iva,iva_compra,porcentaje_a_ganar,utilidad_excel,es_compra_interna,openpay_comision,openpay_iva,comision_tienda_nube,total_comisiones,descuento_pago_transferencia_pct,iva_venta_desglosar,precio_venta_sin_iva,ganancia_real_excel
CTCAB1,TAZA DE CAFE AMERICANO (7.5x9.5),422,254.31,ARTESANIAS,CTCAB1,SERVIN,TARANDACUAU GTO,,,VERONICA,424 107 2674,TAZA DE C,,0320,295,40.69,35,103.25,,11.06,1.77,10.82,23.65,2.8,58.19,364,109
CTCEA1,TAZA DE CAFE EXPRESS (5.5x5.5),238,142.24,ARTESANIAS,CTCEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,425 107 2674,TAZA DE C,,0321,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
CTCHB1,TAZA CHOCOLATERA (11.5X16.5),718,435.34,ARTESANIAS,CTCHB1,SERVIN,TARANDACUAU GTO,,,VERONICA,426 107 2674,TAZA CHOC,,0322,505,69.66,35,176.75,,17.15,2.74,16.63,36.52,2.54,99.07,619,184
CTAMA1,TERNO AMERICANO (PLATO Y TAZA) (2 PIEZAS),810,491.38,ARTESANIAS,CTAMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,427 107 2674,TERNO AME,,0323,570,78.62,35,199.5,,19.03,3.04,18.43,40.51,2.5,111.73,698,207
CTEXA1,TERNO EXPRESS (PLATO Y TAZA) (2 PIEZAS),450,271.55,ARTESANIAS,CTEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,428 107 2674,TERNO EXP,,0324,315,43.45,35,110.25,,11.64,1.86,11.37,24.87,2.76,62.09,388,116
CTALC1,TIBOR ALTO # 9 (45x27),8805,5375,ARTESANIAS,CTALC1,SERVIN,TARANDACUAU GTO,,,VERONICA,429 107 2674,TIBOR ALT,,0325,6235,860,35,2182.25,,183.32,29.33,175.2,387.84,2.2,1214.5,7591,2216
CTGOB1,TIBOR GORDO # 7 (21.5x16.5),1904,1159.48,ARTESANIAS,CTGOB1,SERVIN,TARANDACUAU GTO,,,VERONICA,430 107 2674,TIBOR GOR,,0326,1345,185.52,35,470.75,,41.51,6.64,39.88,88.02,2.31,262.59,1641,482
CTGOC1,TIBOR GORDO # 8 (30.5x21.5),4239,2586.21,ARTESANIAS,CTGOC1,SERVIN,TARANDACUAU GTO,,,VERONICA,431 107 2674,TIBOR GOR,,0327,3000,413.79,35,1050,,89.5,14.32,85.68,189.5,2.23,584.76,3655,1069
CTGOD1,TIBOR GORDO # 9 (40x35),9913,6051.72,ARTESANIAS,CTGOD1,SERVIN,TARANDACUAU GTO,,,VERONICA,432 107 2674,TIBOR GOR,,0328,7020,968.28,35,2457,,206.08,32.97,196.92,435.97,2.2,1367.31,8546,2494
CTANA1,TITERE ANGELITO (10x8.5),507,306.03,ARTESANIAS,CTANA1,SERVIN,TARANDACUAU GTO,,,VERONICA,433 107 2674,TITERE AN,,0329,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CTOSA1,TITERE OSO (9x8),507,306.03,ARTESANIAS,CTOSA1,SERVIN,TARANDACUAU GTO,,,VERONICA,434 107 2674,TITERE OS,,0330,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CTRAA1,TITERE RANA (13x7),507,306.03,ARTESANIAS,CTRAA1,SERVIN,TARANDACUAU GTO,,,VERONICA,435 107 2674,TITERE RA,,0331,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CVAGA1,VASO DE AGUA (12x7.5),436,262.93,ARTESANIAS,CVAGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,436 107 2674,VASO DE A,,0332,305,42.07,35,106.75,,11.35,1.82,11.1,24.26,2.78,60.14,376,113
CVAAA1,VASO DE AGUA ALTO (15x8),507,306.03,ARTESANIAS,CVAAA1,SERVIN,TARANDACUAU GTO,,,VERONICA,437 107 2674,VASO DE A,,0333,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
CVTGA1,VASO DE TE GRANDE (6.5x8.5),394,237.07,ARTESANIAS,CVTGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,438 107 2674,VASO DE T,,0334,275,37.93,35,96.25,,10.48,1.68,10.27,22.42,2.85,54.3,339,102
CVTMA1,VASO DE TE MEDIANO (5x7.5),309,185.34,ARTESANIAS,CVTMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,439 107 2674,VASO DE T,,0335,215,29.66,35,75.25,,8.74,1.4,8.61,18.74,3.03,42.62,266,81
DCALA1,CALAVERITA BLANCA (5.5x7.5),394,237.07,ARTESANIAS,DCALA1,SERVIN,TARANDACUAU GTO,,,VERONICA,440 107 2674,CALAVERIT,,0336,275,37.93,35,96.25,,10.48,1.68,10.27,22.42,2.85,54.3,339,102
DCALB1,CALAVERITA COLORES(5.5x7.5),450,271.55,ARTESANIAS,DCALB1,SERVIN,TARANDACUAU GTO,,,VERONICA,441 107 2674,CALAVERIT,,0337,315,43.45,35,110.25,,11.64,1.86,11.37,24.87,2.76,62.09,388,116
DMBEA1,MACETA BEBE (13X8.5X11),648,392.24,ARTESANIAS,DMBEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,442 107 2674,MACETA BE,,0338,455,62.76,35,159.25,,15.7,2.51,15.25,33.46,2.58,89.34,558,166
DMBTA1,MACETA BOTITA,648,392.24,ARTESANIAS,DMBTA1,SERVIN,TARANDACUAU GTO,,,VERONICA,443 107 2674,MACETA BO,,0339,455,62.76,35,159.25,,15.7,2.51,15.25,33.46,2.58,89.34,558,166
DPMIA1,PAJARITO MINI (2.5x2.5x4.5),182,107.76,ARTESANIAS,DPMIA1,SERVIN,TARANDACUAU GTO,,,VERONICA,444 107 2674,PAJARITO,,0340,125,17.24,35,43.75,,6.13,0.98,6.12,13.22,3.63,25.1,157,49
DPSPA1,PAJARITO SALERO / PIMENTERO (2 PIEZAS) (6x3.7x4.4),507,306.03,ARTESANIAS,DPSPA1,SERVIN,TARANDACUAU GTO,,,VERONICA,445 107 2674,PAJARITO,,0341,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
DPADA1,PAJARITO DECORATIVO (6x3.7x4.4),238,142.24,ARTESANIAS,DPADA1,SERVIN,TARANDACUAU GTO,,,VERONICA,446 107 2674,PAJARITO,,0342,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
DTEMC1,TAZA MANITA BLANCA O NEGRA (5x8.5x5.5),507,306.03,ARTESANIAS,DTEMC1,SERVIN,TARANDACUAU GTO,,,VERONICA,447 107 2674,TAZA MANI,,0343,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
DTEMD1,TAZA MANITA COLORES (5x8.5x5.5),598,362.07,ARTESANIAS,DTEMD1,SERVIN,TARANDACUAU GTO,,,VERONICA,448 107 2674,TAZA MANI,,0344,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
DTTEA1,TERNO TE DE ESCUCHAR CHICO (2 PIEZAS) (6.5x8.5),761,461.21,ARTESANIAS,DTTEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,449 107 2674,TERNO TE,,0345,535,73.79,35,187.25,,18.02,2.88,17.46,38.36,2.52,104.91,656,194
DTTEB1,TERNO TE DE ESCUCHAR GRANDE (2 PIEZAS) (10x10.5),902,547.41,ARTESANIAS,DTTEB1,SERVIN,TARANDACUAU GTO,,,VERONICA,450 107 2674,TERNO TE,,0346,635,87.59,35,222.25,,20.92,3.35,20.23,44.49,2.47,124.38,777,230
DVALC1,VASO ALCATRAZ BLANCO (5.5X7.5),238,142.24,ARTESANIAS,DVALC1,SERVIN,TARANDACUAU GTO,,,VERONICA,451 107 2674,VASO ALCA,,0347,165,22.76,35,57.75,,7.29,1.17,7.22,15.67,3.29,32.89,206,63
DVALT1,VASO ALCATRAZ COLORES (5.5X7.5),598,362.07,ARTESANIAS,DVALT1,SERVIN,TARANDACUAU GTO,,,VERONICA,452 107 2674,VASO ALCA,,0348,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
DVTEA1,VASO TE DE ESCUCHAR CHICO (6.5x4),507,306.03,ARTESANIAS,DVTEA1,SERVIN,TARANDACUAU GTO,,,VERONICA,453 107 2674,VASO TE D,,0349,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
DVTEB1,VASO TE DE ESCUCHAR GRANDE (9.5x5.5),598,362.07,ARTESANIAS,DVTEB1,SERVIN,TARANDACUAU GTO,,,VERONICA,454 107 2674,VASO TE D,,0350,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
BAEXA1,AZUCARERA EXPRESS (11x8.5) BCO,598,362.07,ARTESANIAS,BAEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,455 107 2674,AZUCARERA,,0351,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
BBRCB1,BOWL REDONDO CHICO (9x17) BCO.,1565,952.59,ARTESANIAS,BBRCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,456 107 2674,BOWL REDO,,0352,1105,152.41,35,386.75,,34.55,5.53,33.24,73.31,2.34,215.87,1349,397
BBRMA1,BOWL REDONDO MEDIANO (10x20.5) BCO,2384,1452.59,ARTESANIAS,BBRMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,457 107 2674,BOWL REDO,,0353,1685,232.41,35,589.75,,51.37,8.22,49.29,108.87,2.28,328.78,2055,602
BCCDA1,CHAROLA RECTANGULAR CHICA DECORADA (1.5x8x17.5) BCO,704,426.72,ARTESANIAS,BCCDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,423 107 2674,CHAROLA R,,0354,495,68.28,35,173.25,,16.86,2.7,16.36,35.91,2.55,97.13,607,180
BCTCB1,COPA TEQUILERA CHICA (5.5x4) BCO,260,155.17,ARTESANIAS,BCTCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,424 107 2674,COPA TEQU,,0355,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
BCEXA1,CREMERA EXPRESS (6.5x6) BCO.,365,219.83,ARTESANIAS,BCEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,425 107 2674,CREMERA E,,0356,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
BCUCA1,CUCHARA (3x4x15.5) BCO.,344,206.9,ARTESANIAS,BCUCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,426 107 2674,CUCHARA (,,0357,240,33.1,35,84,,9.46,1.51,9.3,20.27,2.94,47.49,297,90
BDJAL1,DESPACHADOR DE JABON LIQUIDO BCO.,1092,663.79,ARTESANIAS,BDJAL1,SERVIN,TARANDACUAU GTO,,,VERONICA,427 107 2674,DESPACHAD,,0358,770,106.21,35,269.5,,24.83,3.97,23.97,52.77,2.42,150.66,942,278
BFLOD1,FLORERO # 3 (10.5) BCO.,380,228.45,ARTESANIAS,BFLOD1,SERVIN,TARANDACUAU GTO,,,VERONICA,428 107 2674,FLORERO #,,0359,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
BFLOF1,FLORERO # 5 (15) BCO.,852,517.24,ARTESANIAS,BFLOF1,SERVIN,TARANDACUAU GTO,,,VERONICA,429 107 2674,FLORERO #,,0360,600,82.76,35,210,,19.9,3.18,19.26,42.35,2.48,117.56,735,218
BFLOH1,FLORERO # 7 (22x14) BCO.,1918,1168.1,ARTESANIAS,BFLOH1,SERVIN,TARANDACUAU GTO,,,VERONICA,430 107 2674,FLORERO #,,0361,1355,186.9,35,474.25,,41.8,6.69,40.15,88.64,2.31,264.54,1653,485
BFCCA1,FLORERO CUADRADO CHICO (17.5x4.5) BCO.,796,482.76,ARTESANIAS,BFCCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,431 107 2674,FLORERO C,,0362,560,77.24,35,196,,18.74,3,18.15,39.89,2.51,109.78,686,203
BFCGA1,FLORERO CUADRADO GRANDE (26x6) BCO.,1756,1068.97,ARTESANIAS,BFCGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,432 107 2674,FLORERO C,,0363,1240,171.03,35,434,,38.46,6.15,36.97,81.59,2.32,242.15,1513,444
BFPCA1,FLORERO PEZ CHICO (18.5x9.5x14.5) BCO.,1297,788.79,ARTESANIAS,BFPCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,433 107 2674,FLORERO P,,0364,915,126.21,35,320.25,,29.04,4.65,27.98,61.66,2.38,178.88,1118,329
BFPMA1,FLORERO PEZ MEDIANO (31x16x22) BCO.,5425,3310.34,ARTESANIAS,BFPMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,434 107 2674,FLORERO P,,0365,3840,529.66,35,1344,,113.86,18.22,108.92,241,2.22,748.28,4677,1366
BGPOA1,GATO PORTA-ANILLOS (12.5x4.5x8.5) BCO,598,362.07,ARTESANIAS,BGPOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,435 107 2674,GATO PORT,,0366,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
BJBOB1,JOYERO # 2 BOLA (5.5x7.5) BCO.,380,228.45,ARTESANIAS,BJBOB1,SERVIN,TARANDACUAU GTO,,,VERONICA,436 107 2674,JOYERO #,,0367,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
BJHPB1,JOYERO # 2 HEXAGONAL CON PERILLA (5.5x6) BCO,380,228.45,ARTESANIAS,BJHPB1,SERVIN,TARANDACUAU GTO,,,VERONICA,437 107 2674,JOYERO #,,0368,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
BJBOC1,JOYERO # 3 BOLA (7.5x9) BCO.,471,284.48,ARTESANIAS,BJBOC1,SERVIN,TARANDACUAU GTO,,,VERONICA,438 107 2674,JOYERO #,,0369,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
BJHPC1,JOYERO # 3 HEXAGONAL CON PERILLA (7x9) BCO.,471,284.48,ARTESANIAS,BJHPC1,SERVIN,TARANDACUAU GTO,,,VERONICA,439 107 2674,JOYERO #,,0370,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
BJADB1,JUEGO DE AGUA DONA (7 PIEZAS) BCO.,8445,5155.17,ARTESANIAS,BJADB1,SERVIN,TARANDACUAU GTO,,,VERONICA,440 107 2674,JUEGO DE,,0371,5980,824.83,35,2093,,175.92,28.15,168.14,372.21,2.2,1164.86,7280,2125
BJTCB1,JUEGO DE TE CHICO (5 PIEZAS) BCO.,2842,1732.76,ARTESANIAS,BJTCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,441 107 2674,JUEGO DE,,0372,2010,277.24,35,703.5,,60.79,9.73,58.28,128.8,2.27,392.04,2450,717
BLAMC1,LAMPARA # 6 (25) BCO.,1756,1068.97,ARTESANIAS,BLAMC1,SERVIN,TARANDACUAU GTO,,,VERONICA,442 107 2674,LAMPARA #,,0373,1240,171.03,35,434,,38.46,6.15,36.97,81.59,2.32,242.15,1513,444
BLCCA1,LAMPARA CILINDRICA (58x30) BCO,3901,2379.31,ARTESANIAS,BLCCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,443 107 2674,LAMPARA C,,0374,2760,380.69,35,966,,82.54,13.21,79.03,174.78,2.24,538.04,3363,983
BLBCB1,LICORERA BOLA CHICA (22.5x11) BCO.,1297,788.79,ARTESANIAS,BLBCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,444 107 2674,LICORERA,,0375,915,126.21,35,320.25,,29.04,4.65,27.98,61.66,2.38,178.88,1118,329
BMSMA1,MOLCAJETE SANTA MARIA MEDIANO (10.5x16.5) BCO,1255,762.93,ARTESANIAS,BMSMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,445 107 2674,MOLCAJETE,,0376,885,122.07,35,309.75,,28.17,4.51,27.15,59.82,2.38,173.04,1082,319
BPSOA1,PLATO CONSOME (6x12.5) BCO.,796,482.76,ARTESANIAS,BPSOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,446 107 2674,PLATO CON,,0377,560,77.24,35,196,,18.74,3,18.15,39.89,2.51,109.78,686,203
BSGRA1,SALERO GRANDE (6.5x4.5) BCO.,274,163.79,ARTESANIAS,BSGRA1,SERVIN,TARANDACUAU GTO,,,VERONICA,447 107 2674,SALERO GR,,0378,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
BTALA1,TARRO ALTO (11.5x8.5) BCO.,556,336.21,ARTESANIAS,BTALA1,SERVIN,TARANDACUAU GTO,,,VERONICA,448 107 2674,TARRO ALT,,0379,390,53.79,35,136.5,,13.81,2.21,13.45,29.47,2.65,76.69,479,143
BTASA1,TARRO ASA (9.5x8) BCO.,556,336.21,ARTESANIAS,BTASA1,SERVIN,TARANDACUAU GTO,,,VERONICA,449 107 2674,TARRO ASA,,0380,390,53.79,35,136.5,,13.81,2.21,13.45,29.47,2.65,76.69,479,143
BTCHA1,TARRO CHICO (7.5x7.5) BCO.,507,306.03,ARTESANIAS,BTCHA1,SERVIN,TARANDACUAU GTO,,,VERONICA,450 107 2674,TARRO CHI,,0381,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
BVTMA1,VASO DE TE MEDIANO (5x7.5) BCO.,365,219.83,ARTESANIAS,BVTMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,451 107 2674,VASO DE T,,0382,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
GAEXA1,AZUCARERA EXPRESS (11x8.5) NG.,598,362.07,ARTESANIAS,GAEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,452 107 2674,AZUCARERA,,0383,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
GBRCB1,BOWL REDONDO CHICO (9x17) NG,1565,952.59,ARTESANIAS,GBRCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,453 107 2674,BOWL REDO,,0384,1105,152.41,35,386.75,,34.55,5.53,33.24,73.31,2.34,215.87,1349,397
GBRMA1,BOWL REDONDO MEDIANO (10x20.5) NG,2384,1452.59,ARTESANIAS,GBRMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,454 107 2674,BOWL REDO,,0385,1685,232.41,35,589.75,,51.37,8.22,49.29,108.87,2.28,328.78,2055,602
GCCDA1,CHAROLA RECTANGULAR CHICA DECORADA (1.5x8x17.5) NG.,704,426.72,ARTESANIAS,GCCDA1,SERVIN,TARANDACUAU GTO,,,VERONICA,455 107 2674,CHAROLA R,,0386,495,68.28,35,173.25,,16.86,2.7,16.36,35.91,2.55,97.13,607,180
GCTCA1,COPA TEQUILERA CHICA (5.5x4) NG.,260,155.17,ARTESANIAS,GCTCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,456 107 2674,COPA TEQU,,0387,180,24.83,35,63,,7.72,1.24,7.64,16.59,3.2,35.81,224,69
GCEXA1,CREMERA EXPRESS (6.5x6) NG.,365,219.83,ARTESANIAS,GCEXA1,SERVIN,TARANDACUAU GTO,,,VERONICA,457 107 2674,CREMERA E,,0388,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
GCUCA1,CUCHARA (3x4x15.5) NG,344,206.9,ARTESANIAS,GCUCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,423 107 2674,CUCHARA (,,0389,240,33.1,35,84,,9.46,1.51,9.3,20.27,2.94,47.49,297,90
GDJAL1,DESPACHADOR DE JABON LIQUIDO NG.,1092,663.79,ARTESANIAS,GDJAL1,SERVIN,TARANDACUAU GTO,,,VERONICA,424 107 2674,DESPACHAD,,0390,770,106.21,35,269.5,,24.83,3.97,23.97,52.77,2.42,150.66,942,278
GFLOD1,FLORERO # 3 (10.5) NG.,380,228.45,ARTESANIAS,GFLOD1,SERVIN,TARANDACUAU GTO,,,VERONICA,425 107 2674,FLORERO #,,0391,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
GFLOF1,FLORERO # 5 (15) NG,852,517.24,ARTESANIAS,GFLOF1,SERVIN,TARANDACUAU GTO,,,VERONICA,426 107 2674,FLORERO #,,0392,600,82.76,35,210,,19.9,3.18,19.26,42.35,2.48,117.56,735,218
GFLOH1,FLORERO # 7 (22x14) NG.,1918,1168.1,ARTESANIAS,GFLOH1,SERVIN,TARANDACUAU GTO,,,VERONICA,427 107 2674,FLORERO #,,0393,1355,186.9,35,474.25,,41.8,6.69,40.15,88.64,2.31,264.54,1653,485
GFCCA1,FLORERO CUADRADO CHICO (17.5x4.5)NG.,796,482.76,ARTESANIAS,GFCCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,428 107 2674,FLORERO C,,0394,560,77.24,35,196,,18.74,3,18.15,39.89,2.51,109.78,686,203
GFCGA1,FLORERO CUADRADO GRANDE (26x6) NG.,1756,1068.97,ARTESANIAS,GFCGA1,SERVIN,TARANDACUAU GTO,,,VERONICA,429 107 2674,FLORERO C,,0395,1240,171.03,35,434,,38.46,6.15,36.97,81.59,2.32,242.15,1513,444
GFPCA1,FLORERO PEZ CHICO (18.5x9.5x14.5) NG.,1297,788.79,ARTESANIAS,GFPCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,430 107 2674,FLORERO P,,0396,915,126.21,35,320.25,,29.04,4.65,27.98,61.66,2.38,178.88,1118,329
GFPMA1,FLORERO PEZ MEDIANO (31x16x22) NG.,5425,3310.34,ARTESANIAS,GFPMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,431 107 2674,FLORERO P,,0397,3840,529.66,35,1344,,113.86,18.22,108.92,241,2.22,748.28,4677,1366
GGPOA1,GATO PORTA-ANILLOS (12.5x4.5x8.5) NG.,598,362.07,ARTESANIAS,GGPOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,432 107 2674,GATO PORT,,0398,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
GJBOB1,JOYERO # 2 BOLA (5.5x7.5) NG,380,228.45,ARTESANIAS,GJBOB1,SERVIN,TARANDACUAU GTO,,,VERONICA,433 107 2674,JOYERO #,,0399,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
GJHPB1,JOYERO # 2 HEXAGONAL CON PERILLA (5.5x6) NG.,380,228.45,ARTESANIAS,GJHPB1,SERVIN,TARANDACUAU GTO,,,VERONICA,434 107 2674,JOYERO #,,0400,265,36.55,35,92.75,,10.19,1.63,9.99,21.81,2.87,52.35,327,99
GJBOC1,JOYERO # 3 BOLA (7.5x9) NG.,471,284.48,ARTESANIAS,GJBOC1,SERVIN,TARANDACUAU GTO,,,VERONICA,435 107 2674,JOYERO #,,0401,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
GJHPC1,JOYERO # 3 HEXAGONAL CON PERILLA (7x9) NG.,471,284.48,ARTESANIAS,GJHPC1,SERVIN,TARANDACUAU GTO,,,VERONICA,436 107 2674,JOYERO #,,0402,330,45.52,35,115.5,,12.07,1.93,11.79,25.79,2.74,65.01,406,122
GJADB1,JUEGO DE AGUA DONA (7 PIEZAS) NG.,8445,5155.17,ARTESANIAS,GJADB1,SERVIN,TARANDACUAU GTO,,,VERONICA,437 107 2674,JUEGO DE,,0403,5980,824.83,35,2093,,175.92,28.15,168.14,372.21,2.2,1164.86,7280,2125
GJTCB1,JUEGO DE TE CHICO (5 PIEZAS) NG.,2842,1732.76,ARTESANIAS,GJTCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,438 107 2674,JUEGO DE,,0404,2010,277.24,35,703.5,,60.79,9.73,58.28,128.8,2.27,392.04,2450,717
GLAMC1,LAMPARA # 6 (25) NG.,1756,1068.97,ARTESANIAS,GLAMC1,SERVIN,TARANDACUAU GTO,,,VERONICA,439 107 2674,LAMPARA #,,0405,1240,171.03,35,434,,38.46,6.15,36.97,81.59,2.32,242.15,1513,444
GLCCA1,LAMPARA CILINDRICA (58X30) NG.,3901,2379.31,ARTESANIAS,GLCCA1,SERVIN,TARANDACUAU GTO,,,VERONICA,440 107 2674,LAMPARA C,,0406,2760,380.69,35,966,,82.54,13.21,79.03,174.78,2.24,538.04,3363,983
GLBCB1,LICORERA BOLA CHICA (22.5x11) NG.,1297,788.79,ARTESANIAS,GLBCB1,SERVIN,TARANDACUAU GTO,,,VERONICA,441 107 2674,LICORERA,,0407,915,126.21,35,320.25,,29.04,4.65,27.98,61.66,2.38,178.88,1118,329
GMSMA1,MOLCAJETE SANTA MARIA MEDIANO (10.5x16.5) NG,1255,762.93,ARTESANIAS,GMSMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,442 107 2674,MOLCAJETE,,0408,885,122.07,35,309.75,,28.17,4.51,27.15,59.82,2.38,173.04,1082,319
GPSOA1,PLATO CONSOME (6x12.5) NG.,796,482.76,ARTESANIAS,GPSOA1,SERVIN,TARANDACUAU GTO,,,VERONICA,443 107 2674,PLATO CON,,0409,560,77.24,35,196,,18.74,3,18.15,39.89,2.51,109.78,686,203
GSGRA1,SALERO GRANDE (6.5x4.5) NG.,274,163.79,ARTESANIAS,GSGRA1,SERVIN,TARANDACUAU GTO,,,VERONICA,444 107 2674,SALERO GR,,0410,190,26.21,35,66.5,,8.01,1.28,7.92,17.21,3.14,37.75,236,72
GTALA1,TARRO ALTO (11.5x8.5) NG.,556,336.21,ARTESANIAS,GTALA1,SERVIN,TARANDACUAU GTO,,,VERONICA,445 107 2674,TARRO ALT,,0411,390,53.79,35,136.5,,13.81,2.21,13.45,29.47,2.65,76.69,479,143
GTASA1,TARRO ASA (9.5x8) NG.,556,336.21,ARTESANIAS,GTASA1,SERVIN,TARANDACUAU GTO,,,VERONICA,446 107 2674,TARRO ASA,,0412,390,53.79,35,136.5,,13.81,2.21,13.45,29.47,2.65,76.69,479,143
GTCHA1,TARRO CHICO (7.5x7.5) NG.,507,306.03,ARTESANIAS,GTCHA1,SERVIN,TARANDACUAU GTO,,,VERONICA,447 107 2674,TARRO CHI,,0413,355,48.97,35,124.25,,12.8,2.05,12.48,27.32,2.7,69.87,437,131
GVTMA1,VASO DE TE MEDIANO (5x7.5) NG,365,219.83,ARTESANIAS,GVTMA1,SERVIN,TARANDACUAU GTO,,,VERONICA,448 107 2674,VASO DE T,,0414,255,35.17,35,89.25,,9.9,1.58,9.71,21.19,2.9,50.41,315,95
RSAEX1,AZUCARERA EXPRESS (11x8.5) NR.,598,362.07,ARTESANIAS,RSAEX1,SERVIN,TARANDACUAU GTO,,,VERONICA,449 107 2674,AZUCARERA,,0415,420,57.93,35,147,,14.68,2.35,14.28,31.31,2.62,82.53,516,154
RSBRC1,BOWL REDONDO CHICO (9x17) NR,1565,952.59,ARTESANIAS,RSBRC1,SERVIN,TARANDACUAU GTO,,,VERONICA,450 107 2674,BOWL REDO,,0416,1105,152.41,35,386.75,,34.55,5.53,33.24,73.31,2.34,215.87,1349,397
RSBRM1,BOWL REDONDO MEDIANO (10x20.5) NR.,2384,1452.59,ARTESANIAS,RSBRM1,SERVIN,TARANDACUAU GTO,,,VERONICA,451 107 2674,BOWL REDO,,0417,1685,232.41,35,589.75,,51.37,8.22,49.29,108.87,2.28,328.78,2055,602
RSCCD1,CHAROLA RECTANGULAR CHICA DECORADA (1.5x8x17.5) NR.,704,426.72,ARTESANIAS,RSCCD1,SERVIN,TARANDACUAU GTO,,,VERONICA,452 107 2674,CHAROLA R,,0418,495,68.28,35,173.25,,16.86,2.7,16.36,35.91,2.55,97.13,607,180
